MLS#,property#,seller_agent_id,owner_id,listing_type,listing_price,listing_date,listing_status
4632,4632,2259,4132,for rent,2815,2024-03-26,for rent
4633,4633,1969,5461,for rent,4593,2024-02-26,for rent
4634,4634,4195,9599,for rent,2707,2024-04-01,for rent
4635,4635,2153,862,for rent,1550,2024-02-24,for rent
4636,4636,3553,5806,for rent,2407,2024-02-19,for rent
4637,4637,4175,8444,for rent,1550,2024-03-03,for rent
4638,4638,4253,4266,for rent,1979,2024-01-20,for rent
4639,4639,4560,281,for rent,1015,2024-03-01,for rent
4640,4640,485,557,for rent,3950,2024-03-12,for rent
4641,4641,216,226,for rent,3436,2024-02-08,for rent
4642,4642,967,1324,for rent,3800,2024-04-09,for rent
4643,4643,4581,3045,for rent,3200,2024-02-13,for rent
4644,4644,4539,9236,for rent,1379,2024-03-12,for rent
4645,4645,211,3187,for rent,1915,2024-02-05,for rent
4646,4646,4767,8034,for rent,2472,2024-02-08,for rent
4647,4647,2413,5867,for rent,2150,2024-02-13,for rent
4648,4648,4260,3621,for rent,1679,2024-02-15,for rent
4649,4649,4229,8152,for rent,4657,2024-02-27,for rent
4650,4650,3322,7124,for rent,3436,2024-03-21,for rent
4651,4651,130,6523,for rent,3072,2024-03-21,for rent
4652,4652,787,1952,for rent,4165,2024-03-28,for rent
4653,4653,2344,2284,for rent,1015,2024-03-31,for rent
4654,4654,2548,4722,for rent,4272,2024-01-21,for rent
4655,4655,1985,8055,for rent,1315,2024-01-31,for rent
4656,4656,425,8362,for rent,2043,2024-02-20,for rent
4657,4657,26,5728,for rent,2043,2024-03-31,for rent
4658,4658,4921,5639,for rent,3715,2024-04-10,for rent
4659,4659,3424,7642,for rent,2879,2024-03-07,for rent
4660,4660,3561,4013,for rent,3672,2024-02-14,for rent
4661,4661,4019,6766,for rent,1315,2024-02-07,for rent
4662,4662,932,1523,for rent,650,2024-03-09,for rent
4663,4663,11,4758,for rent,2279,2024-03-27,for rent
4664,4664,984,2888,for rent,2150,2024-02-24,for rent
4665,4665,3863,3837,for rent,3650,2024-02-29,for rent
4666,4666,1076,1753,for rent,3929,2024-02-04,for rent
4667,4667,4597,4233,for rent,2815,2024-02-04,for rent
4668,4668,3346,4970,for rent,650,2024-01-30,for rent
4669,4669,401,5656,for rent,3179,2024-04-03,for rent
4670,4670,4230,3239,for rent,2107,2024-03-26,for rent
4671,4671,2239,106,for rent,3072,2024-03-31,for rent
4672,4672,446,9797,for rent,3007,2024-04-01,for rent
4673,4673,2458,5559,for rent,2107,2024-02-01,for rent
4674,4674,3040,7250,for rent,1615,2024-03-12,for rent
4675,4675,3883,6054,for rent,2472,2024-04-09,for rent
4676,4676,2768,4598,for rent,1743,2024-04-12,for rent
4677,4677,1549,4244,for rent,2215,2024-04-07,for rent
4678,4678,3557,4428,for rent,1979,2024-04-04,for rent
4679,4679,3013,4156,for rent,3672,2024-02-22,for rent
4680,4680,1682,3849,for rent,3607,2024-02-17,for rent
4681,4681,4959,6243,for rent,2643,2024-04-10,for rent
4682,4682,2100,3411,for rent,3007,2024-03-13,for rent
4683,4683,794,5111,for rent,2815,2024-02-14,for rent
4684,4684,3996,5062,for rent,950,2024-02-26,for rent
4685,4685,2908,2920,for rent,3372,2024-03-03,for rent
4686,4686,3049,4725,for rent,950,2024-01-29,for rent
4687,4687,1717,5537,for rent,1015,2024-03-23,for rent
4688,4688,2413,3408,for rent,2750,2024-01-23,for rent
4689,4689,4267,6256,for rent,1015,2024-04-06,for rent
4690,4690,2795,5504,for rent,1679,2024-01-16,for rent
4691,4691,4669,2113,for rent,2043,2024-03-07,for rent
4692,4692,827,8506,for rent,4229,2024-02-20,for rent
4693,4693,4175,5354,for rent,2343,2024-01-15,for rent
4694,4694,4719,9899,for rent,2815,2024-04-09,for rent
4695,4695,1728,1460,for rent,2643,2024-02-16,for rent
4696,4696,2434,2707,for rent,1015,2024-03-11,for rent
4697,4697,302,5150,for rent,3972,2024-04-03,for rent
4698,4698,2921,2736,for rent,650,2024-04-04,for rent
4699,4699,2,784,for rent,650,2024-02-06,for rent
4700,4700,708,506,for rent,4400,2024-02-24,for rent
4701,4701,2762,830,for rent,3950,2024-01-22,for rent
4702,4702,2079,9963,for rent,3179,2024-02-18,for rent
4703,4703,1628,476,for rent,1015,2024-03-23,for rent
4704,4704,814,5409,for rent,650,2024-02-15,for rent
4705,4705,1770,8401,for rent,1743,2024-01-14,for rent
4706,4706,533,359,for rent,950,2024-02-16,for rent
4707,4707,4340,6052,for rent,4015,2024-03-08,for rent
4708,4708,824,4107,for rent,3050,2024-01-25,for rent
4709,4709,4766,8620,for rent,3179,2024-03-15,for rent
4710,4710,2421,4954,for rent,3115,2024-02-25,for rent
4711,4711,2427,8733,for rent,3565,2024-01-31,for rent
4712,4712,66,8772,for rent,3350,2024-01-21,for rent
4713,4713,1185,4588,for rent,1743,2024-04-11,for rent
4714,4714,2535,4009,for rent,650,2024-01-27,for rent
4715,4715,550,121,for rent,2643,2024-03-20,for rent
4716,4716,3996,490,for rent,1015,2024-02-29,for rent
4717,4717,2716,179,for rent,650,2024-01-17,for rent
4718,4718,4128,5581,for rent,2943,2024-02-24,for rent
4719,4719,466,9179,for rent,3865,2024-03-24,for rent
4720,4720,1591,885,for rent,3950,2024-03-12,for rent
4721,4721,530,5923,for rent,1615,2024-03-23,for rent
4722,4722,1504,6528,for rent,2343,2024-02-20,for rent
4723,4723,3491,4605,for rent,2107,2024-03-16,for rent
4724,4724,834,859,for rent,2579,2024-01-25,for rent
4725,4725,4924,3388,for rent,3243,2024-01-20,for rent
4726,4726,2803,2611,for rent,650,2024-03-09,for rent
4727,4727,444,1895,for rent,1315,2024-03-15,for rent
4728,4728,4848,2081,for rent,2815,2024-02-03,for rent
4729,4729,3028,1778,for rent,1615,2024-03-17,for rent
4730,4730,4578,9181,for rent,3179,2024-04-10,for rent
4731,4731,3930,6405,for rent,650,2024-02-05,for rent
4732,4732,1698,4041,for rent,650,2024-03-07,for rent
4733,4733,4308,4979,for rent,1379,2024-03-22,for rent
4734,4734,3579,6233,for rent,4336,2024-03-03,for rent
4735,4735,4001,2101,for rent,2215,2024-02-01,for rent
4736,4736,1823,1181,for rent,650,2024-03-28,for rent
4737,4737,935,8829,for rent,2279,2024-04-07,for rent
4738,4738,2431,290,for rent,1679,2024-02-06,for rent
4739,4739,1622,8807,for rent,4229,2024-03-04,for rent
4740,4740,1260,3281,for rent,2150,2024-02-13,for rent
4741,4741,4920,9156,for rent,950,2024-04-10,for rent
4742,4742,3057,2828,for rent,650,2024-04-04,for rent
4743,4743,3851,9589,for rent,4143,2024-02-19,for rent
4744,4744,945,7819,for rent,1315,2024-02-17,for rent
4745,4745,2904,7952,for rent,2472,2024-04-02,for rent
4746,4746,3576,4010,for rent,1979,2024-02-23,for rent
4747,4747,4333,9131,for rent,2772,2024-02-10,for rent
4748,4748,3818,1110,for rent,650,2024-01-27,for rent
4749,4749,3929,5052,for rent,2472,2024-02-18,for rent
4750,4750,2344,9859,for rent,2772,2024-01-22,for rent
4751,4751,3849,1521,for rent,3843,2024-03-15,for rent
4752,4752,2440,1569,for rent,2107,2024-04-12,for rent
4753,4753,4960,7029,for rent,2043,2024-01-27,for rent
4754,4754,2811,980,for rent,650,2024-04-05,for rent
4755,4755,2229,1815,for rent,4207,2024-04-05,for rent
4756,4756,1898,2429,for rent,3929,2024-01-17,for rent
4757,4757,474,5885,for rent,3500,2024-04-11,for rent
4758,4758,3323,4107,for rent,2750,2024-02-03,for rent
4759,4759,2317,2766,for rent,3200,2024-02-15,for rent
4760,4760,564,6359,for rent,1379,2024-03-13,for rent
4761,4761,1331,2372,for rent,2836,2024-03-28,for rent
4762,4762,2815,4531,for rent,1015,2024-02-22,for rent
4763,4763,123,3093,for rent,3500,2024-03-17,for rent
4764,4764,2950,8549,for rent,2836,2024-04-08,for rent
4765,4765,2836,7926,for rent,1250,2024-03-23,for rent
4766,4766,3341,2835,for rent,2750,2024-03-03,for rent
4767,4767,4284,3242,for rent,1679,2024-01-31,for rent
4768,4768,4735,8902,for rent,3929,2024-02-22,for rent
4769,4769,4931,1304,for rent,650,2024-02-28,for rent
4770,4770,4939,2743,for rent,2815,2024-04-06,for rent
4771,4771,3051,663,for rent,1550,2024-03-16,for rent
4772,4772,4583,2960,for rent,1615,2024-03-06,for rent
4773,4773,3444,672,for rent,4293,2024-03-26,for rent
4774,4774,335,725,for rent,650,2024-03-24,for rent
4775,4775,4026,3569,for rent,1015,2024-03-12,for rent
4776,4776,523,6242,for rent,650,2024-01-30,for rent
4777,4777,2156,276,for rent,2150,2024-01-27,for rent
4778,4778,4075,5894,for rent,3779,2024-03-31,for rent
4779,4779,1771,3642,for rent,1850,2024-01-26,for rent
4780,4780,4190,2342,for rent,2343,2024-02-19,for rent
4781,4781,542,4498,for rent,3415,2024-02-13,for rent
4782,4782,1497,7853,for rent,2772,2024-03-24,for rent
4783,4783,251,1289,for rent,4529,2024-03-27,for rent
4784,4784,4455,5632,for rent,2215,2024-03-11,for rent
4785,4785,1816,277,for rent,2515,2024-02-10,for rent
4786,4786,2159,7218,for rent,1743,2024-03-08,for rent
4787,4787,2112,6545,for rent,4593,2024-01-26,for rent
4788,4788,4373,4756,for rent,2579,2024-02-28,for rent
4789,4789,2591,2640,for rent,2043,2024-03-18,for rent
4790,4790,1990,2688,for rent,650,2024-03-19,for rent
4791,4791,4714,2315,for rent,1550,2024-01-17,for rent
4792,4792,980,3857,for rent,3200,2024-02-09,for rent
4793,4793,433,1325,for rent,3650,2024-02-08,for rent
4794,4794,2337,3123,for rent,1550,2024-02-03,for rent
4795,4795,1940,145,for rent,2407,2024-03-25,for rent
4796,4796,4426,9691,for rent,650,2024-03-05,for rent
4797,4797,3823,8763,for rent,1979,2024-02-20,for rent
4798,4798,1890,6261,for rent,3072,2024-03-15,for rent
4799,4799,1590,8153,for rent,1250,2024-02-15,for rent
4800,4800,1877,9814,for rent,2107,2024-01-25,for rent
4801,4801,47,7276,for rent,3350,2024-01-27,for rent
4802,4802,1696,259,for rent,2836,2024-03-20,for rent
4803,4803,4681,6295,for rent,4036,2024-02-18,for rent
4804,4804,4810,1659,for rent,1915,2024-02-05,for rent
4805,4805,1984,9221,for rent,2343,2024-03-04,for rent
4806,4806,2408,1340,for rent,650,2024-03-25,for rent
4807,4807,544,8320,for rent,4465,2024-02-23,for rent
4808,4808,2549,6362,for rent,650,2024-04-09,for rent
4809,4809,1245,8069,for rent,2107,2024-02-22,for rent
4810,4810,164,1158,for rent,1379,2024-04-02,for rent
4811,4811,2762,513,for rent,2879,2024-03-30,for rent
4812,4812,705,4018,for rent,650,2024-03-29,for rent
4813,4813,3685,1681,for rent,2407,2024-03-18,for rent
4814,4814,4184,1768,for rent,650,2024-03-21,for rent
4815,4815,4259,7821,for rent,1615,2024-02-12,for rent
4816,4816,1837,7316,for rent,4143,2024-01-29,for rent
4817,4817,3186,1091,for rent,4165,2024-02-18,for rent
4818,4818,757,4162,for rent,1679,2024-03-09,for rent
4819,4819,2222,7282,for rent,3200,2024-01-28,for rent
4820,4820,2801,3278,for rent,2215,2024-03-10,for rent
4821,4821,2251,2387,for rent,950,2024-02-06,for rent
4822,4822,47,3172,for rent,2707,2024-03-05,for rent
4823,4823,1129,6800,for rent,3672,2024-01-30,for rent
4824,4824,3777,2659,for rent,4272,2024-03-31,for rent
4825,4825,3510,2117,for rent,3136,2024-02-27,for rent
4826,4826,4948,9179,for rent,2450,2024-03-16,for rent
4827,4827,1906,2162,for rent,2407,2024-04-09,for rent
4828,4828,3881,2709,for rent,1379,2024-01-22,for rent
4829,4829,2044,9075,for rent,1743,2024-04-11,for rent
4830,4830,1504,1245,for rent,1250,2024-02-05,for rent
4831,4831,4637,7218,for rent,1679,2024-01-18,for rent
4832,4832,3729,672,for rent,2150,2024-03-04,for rent
4833,4833,185,6880,for rent,1615,2024-03-23,for rent
4834,4834,4265,149,for rent,4657,2024-02-21,for rent
4835,4835,4636,444,for rent,2043,2024-01-30,for rent
4836,4836,926,1486,for rent,2772,2024-02-18,for rent
4837,4837,630,2170,for rent,2943,2024-03-27,for rent
4838,4838,4073,8576,for rent,4400,2024-01-20,for rent
4839,4839,795,174,for rent,2879,2024-03-03,for rent
4840,4840,1950,3199,for rent,2279,2024-02-16,for rent
4841,4841,2064,5552,for rent,3500,2024-04-04,for rent
4842,4842,2623,221,for rent,1615,2024-02-14,for rent
4843,4843,2488,4166,for rent,950,2024-03-29,for rent
4844,4844,4616,1188,for rent,2772,2024-02-14,for rent
4845,4845,295,6174,for rent,3650,2024-03-16,for rent
4846,4846,93,9694,for rent,3115,2024-03-02,for rent
4847,4847,3859,6380,for rent,2450,2024-03-19,for rent
4848,4848,3310,1463,for rent,3650,2024-02-18,for rent
4849,4849,3767,1503,for rent,1315,2024-03-24,for rent
4850,4850,2942,9308,for rent,3736,2024-03-28,for rent
4851,4851,872,5771,for rent,1015,2024-03-07,for rent
4852,4852,488,1995,for rent,4207,2024-03-17,for rent
4853,4853,3671,4926,for rent,3500,2024-01-15,for rent
4854,4854,2668,9693,for rent,2579,2024-01-26,for rent
4855,4855,1238,2326,for rent,2772,2024-04-05,for rent
4856,4856,138,387,for rent,4207,2024-01-17,for rent
4857,4857,2323,7949,for rent,1550,2024-01-17,for rent
4858,4858,2841,613,for rent,3479,2024-03-12,for rent
4859,4859,4303,1294,for rent,1679,2024-04-06,for rent
4860,4860,3632,861,for rent,3436,2024-03-02,for rent
4861,4861,4726,170,for rent,3715,2024-02-23,for rent
4862,4862,903,6673,for rent,3929,2024-03-08,for rent
4863,4863,3162,9325,for rent,2943,2024-04-03,for rent
4864,4864,4109,7473,for rent,4293,2024-02-13,for rent
4865,4865,3552,3527,for rent,2515,2024-03-21,for rent
4866,4866,3778,2291,for rent,4207,2024-02-08,for rent
4867,4867,560,1286,for rent,2772,2024-02-13,for rent
4868,4868,3700,14,for rent,3779,2024-02-28,for rent
4869,4869,2506,2886,for rent,2279,2024-03-31,for rent
4870,4870,3477,2360,for rent,3415,2024-03-27,for rent
4871,4871,1371,3863,for rent,3843,2024-02-26,for rent
4872,4872,3293,9004,for rent,2043,2024-01-18,for rent
4873,4873,2935,1661,for rent,950,2024-04-03,for rent
4874,4874,81,1732,for rent,4143,2024-03-05,for rent
4875,4875,4225,305,for rent,4100,2024-01-14,for rent
4876,4876,253,1654,for rent,3950,2024-01-26,for rent
4877,4877,1926,6293,for rent,650,2024-03-07,for rent
4878,4878,4518,4836,for rent,3565,2024-01-23,for rent
4879,4879,2559,4958,for rent,1615,2024-03-05,for rent
4880,4880,3551,4864,for rent,650,2024-02-16,for rent
4881,4881,878,7042,for rent,3800,2024-02-18,for rent
4882,4882,4334,5816,for rent,2472,2024-03-26,for rent
4883,4883,4520,3404,for rent,1315,2024-02-23,for rent
4884,4884,4428,3742,for rent,3843,2024-03-21,for rent
4885,4885,2207,5594,for rent,650,2024-01-30,for rent
4886,4886,3127,611,for rent,3543,2024-03-02,for rent
4887,4887,4824,3508,for rent,3350,2024-04-11,for rent
4888,4888,3673,1433,for rent,4143,2024-03-30,for rent
4889,4889,1733,3353,for rent,1250,2024-03-18,for rent
4890,4890,1112,1643,for rent,1015,2024-02-27,for rent
4891,4891,4906,6245,for rent,1850,2024-03-21,for rent
4892,4892,2899,4201,for rent,650,2024-04-06,for rent
4893,4893,98,6436,for rent,3929,2024-01-16,for rent
4894,4894,4348,3128,for rent,2043,2024-03-17,for rent
4895,4895,2574,35,for rent,3865,2024-01-31,for rent
4896,4896,138,9255,for rent,1915,2024-01-20,for rent
4897,4897,4784,4290,for rent,2215,2024-02-24,for rent
4898,4898,672,8951,for rent,3843,2024-01-21,for rent
4899,4899,3444,915,for rent,1250,2024-04-09,for rent
4900,4900,4421,293,for rent,3972,2024-04-09,for rent
4901,4901,928,1881,for rent,2707,2024-02-14,for rent
4902,4902,4941,6503,for rent,1250,2024-02-21,for rent
4903,4903,4354,5813,for rent,650,2024-02-29,for rent
4904,4904,902,4811,for rent,3800,2024-04-03,for rent
4905,4905,492,1042,for rent,4036,2024-02-06,for rent
4906,4906,2910,2705,for rent,1379,2024-03-03,for rent
4907,4907,236,1022,for rent,2107,2024-01-21,for rent
4908,4908,2542,3002,for rent,1315,2024-02-19,for rent
4909,4909,2532,5723,for rent,3650,2024-03-31,for rent
4910,4910,2278,1524,for rent,3372,2024-02-18,for rent
4911,4911,3532,7233,for rent,2043,2024-01-22,for rent
4912,4912,2327,2093,for rent,2215,2024-02-20,for rent
4913,4913,3998,3687,for rent,3050,2024-02-12,for rent
4914,4914,1512,7605,for rent,1315,2024-03-30,for rent
4915,4915,4896,3481,for rent,3136,2024-01-23,for rent
4916,4916,4273,8912,for rent,4143,2024-02-05,for rent
4917,4917,656,5189,for rent,3436,2024-04-06,for rent
4918,4918,787,5458,for rent,1550,2024-01-20,for rent
4919,4919,3867,4272,for rent,4400,2024-03-27,for rent
4920,4920,4371,8590,for rent,2879,2024-03-30,for rent
4921,4921,3519,1707,for rent,1979,2024-01-20,for rent
4922,4922,4563,7928,for rent,2150,2024-03-23,for rent
4923,4923,29,7643,for rent,2472,2024-01-17,for rent
4924,4924,1203,2416,for rent,650,2024-03-11,for rent
4925,4925,4041,914,for rent,650,2024-03-23,for rent
4926,4926,1913,2880,for rent,1915,2024-03-13,for rent
4927,4927,1543,302,for rent,1615,2024-02-19,for rent
4928,4928,129,3549,for rent,1615,2024-02-27,for rent
4929,4929,4324,9548,for rent,4336,2024-02-08,for rent
4930,4930,4107,520,for rent,1679,2024-03-18,for rent
4931,4931,2484,2820,for rent,2707,2024-01-21,for rent
4932,4932,1727,5303,for rent,3565,2024-03-31,for rent
4933,4933,313,5710,for rent,1015,2024-01-21,for rent
4934,4934,702,1616,for rent,1615,2024-02-22,for rent
4935,4935,638,4330,for rent,4272,2024-01-17,for rent
4936,4936,1223,9136,for rent,2707,2024-04-10,for rent
4937,4937,164,5376,for rent,650,2024-03-07,for rent
4938,4938,3040,781,for rent,4529,2024-04-12,for rent
4939,4939,559,9626,for rent,4100,2024-03-08,for rent
4940,4940,4278,3916,for rent,3736,2024-03-19,for rent
4941,4941,4457,8472,for rent,4336,2024-03-02,for rent
4942,4942,198,2205,for rent,2407,2024-03-05,for rent
4943,4943,2005,7396,for rent,1979,2024-02-10,for rent
4944,4944,2220,579,for rent,3972,2024-03-07,for rent
4945,4945,4486,4640,for rent,1015,2024-03-11,for rent
4946,4946,1727,5222,for rent,2472,2024-03-21,for rent
4947,4947,3545,1708,for rent,1315,2024-02-03,for rent
4948,4948,1814,7054,for rent,650,2024-01-21,for rent
4949,4949,1631,8242,for rent,650,2024-02-28,for rent
4950,4950,246,9604,for rent,2407,2024-02-22,for rent
4951,4951,2604,2624,for rent,3050,2024-01-23,for rent
4952,4952,2038,3650,for rent,1015,2024-03-16,for rent
4953,4953,3991,2098,for rent,2515,2024-04-05,for rent
4954,4954,1497,7404,for rent,1979,2024-01-26,for rent
4955,4955,4377,578,for rent,2515,2024-01-21,for rent
4956,4956,3854,6206,for rent,1250,2024-03-04,for rent
4957,4957,3337,6064,for rent,1250,2024-04-02,for rent
4958,4958,1949,9356,for rent,2279,2024-02-27,for rent
4959,4959,3729,7653,for rent,3007,2024-03-07,for rent
4960,4960,3157,8329,for rent,3436,2024-01-29,for rent
4961,4961,4534,6163,for rent,2815,2024-01-22,for rent
4962,4962,2657,8981,for rent,2815,2024-03-16,for rent
4963,4963,2453,2877,for rent,3865,2024-03-04,for rent
4964,4964,539,4381,for rent,4100,2024-04-10,for rent
4965,4965,343,1227,for rent,2215,2024-02-12,for rent
4966,4966,815,1038,for rent,2815,2024-02-22,for rent
4967,4967,3916,7852,for rent,4100,2024-03-05,for rent
4968,4968,828,7008,for rent,650,2024-03-01,for rent
4969,4969,4982,888,for rent,2343,2024-04-06,for rent
4970,4970,3301,7738,for rent,1250,2024-01-26,for rent
4971,4971,2745,6042,for rent,2215,2024-01-16,for rent
4972,4972,2645,1178,for rent,4143,2024-01-31,for rent
4973,4973,4423,4960,for rent,3650,2024-02-07,for rent
4974,4974,3698,1377,for rent,1550,2024-03-23,for rent
4975,4975,4827,6179,for rent,3200,2024-04-01,for rent
4976,4976,4021,2402,for rent,2450,2024-04-05,for rent
4977,4977,2204,309,for rent,3865,2024-03-23,for rent
4978,4978,3981,8896,for rent,650,2024-02-23,for rent
4979,4979,3384,7121,for rent,4272,2024-02-24,for rent
4980,4980,3404,2041,for rent,1315,2024-03-22,for rent
4981,4981,1700,8451,for rent,3929,2024-03-02,for rent
4982,4982,2540,2864,for rent,1679,2024-01-30,for rent
4983,4983,2952,651,for rent,3479,2024-03-23,for rent
4984,4984,1888,2032,for rent,3350,2024-03-25,for rent
4985,4985,386,5435,for rent,1550,2024-02-11,for rent
4986,4986,2801,1859,for rent,4293,2024-02-12,for rent
4987,4987,3543,442,for rent,1315,2024-02-25,for rent
4988,4988,1378,699,for rent,3565,2024-03-15,for rent
4989,4989,1763,1441,for rent,650,2024-02-02,for rent
4990,4990,2804,563,for rent,2215,2024-02-26,for rent
4991,4991,635,1303,for rent,3543,2024-01-30,for rent
4992,4992,1990,6015,for rent,1850,2024-02-14,for rent
4993,4993,881,6288,for rent,2279,2024-03-28,for rent
4994,4994,3101,9118,for rent,3372,2024-02-01,for rent
4995,4995,2428,7835,for rent,3436,2024-04-11,for rent
4996,4996,3059,8835,for rent,1015,2024-01-26,for rent
4997,4997,772,1237,for rent,2643,2024-03-02,for rent
4998,4998,646,8163,for rent,2772,2024-02-17,for rent
4999,4999,1999,2655,for rent,1250,2024-02-24,for rent
5000,5000,2695,2338,for rent,3672,2024-01-27,for rent
5001,5001,3287,8042,for sale,1403150,2024-02-15,sold
5002,5002,2170,1930,for sale,1448700,2024-01-29,sold
5003,5003,3844,6967,for sale,1312050,2024-02-13,sold
5004,5004,4133,5929,for sale,673800,2024-01-25,sold
5005,5005,2355,7090,for sale,1828650,2024-01-25,sold
5006,5006,3656,4067,for sale,1144850,2024-04-01,sold
5007,5007,1795,698,for sale,2421350,2024-04-05,sold
5008,5008,131,1017,for sale,2163050,2024-02-12,sold
5009,5009,3068,2260,for sale,932100,2024-02-23,sold
5010,5010,566,8416,for sale,1965300,2024-01-15,sold
5011,5011,4780,8520,for sale,2421350,2024-01-14,sold
5012,5012,471,4191,for sale,673800,2024-03-24,sold
5013,5013,3054,9845,for sale,1494250,2024-03-16,sold
5014,5014,237,3191,for sale,2010850,2024-02-10,sold
5015,5015,956,6818,for sale,1190400,2024-03-03,sold
5016,5016,1025,1432,for sale,719350,2024-02-19,sold
5017,5017,1415,7351,for sale,1144850,2024-01-21,sold
5018,5018,4575,2881,for sale,461050,2024-03-31,sold
5019,5019,2868,7417,for sale,3256800,2024-03-13,sold
5020,5020,1129,6250,for sale,2512450,2024-02-28,sold
5021,5021,2154,7091,for sale,1874200,2024-04-08,sold
5022,5022,2221,6799,for sale,1312050,2024-03-17,sold
5023,5023,1206,7388,for sale,2892400,2024-01-20,sold
5024,5024,765,7343,for sale,1099300,2024-01-24,sold
5025,5025,183,8600,for sale,2588550,2024-04-04,sold
5026,5026,1469,8999,for sale,886550,2024-01-14,sold
5027,5027,3706,5810,for sale,2375800,2024-03-03,sold
5028,5028,3660,2340,for sale,2740200,2024-03-29,sold
5029,5029,1672,4097,for sale,3029050,2024-04-04,sold
5030,5030,2983,7198,for sale,886550,2024-01-31,sold
5031,5031,613,7415,for sale,719350,2024-02-24,sold
5032,5032,718,9240,for sale,673800,2024-02-24,sold
5033,5033,814,2866,for sale,2603550,2024-01-24,sold
5034,5034,3062,9348,for sale,1737550,2024-02-25,sold
5035,5035,2280,604,for sale,1524800,2024-01-24,sold
5036,5036,874,3199,for sale,1965300,2024-01-14,sold
5037,5037,2819,9821,for sale,1357600,2024-02-13,sold
5038,5038,561,4041,for sale,1950300,2024-03-28,sold
5039,5039,3565,2682,for sale,673800,2024-01-25,sold
5040,5040,2288,181,for sale,2649100,2024-03-27,sold
5041,5041,3628,7113,for sale,2785750,2024-01-21,sold
5042,5042,3104,458,for sale,2436350,2024-02-27,sold
5043,5043,2546,771,for sale,461050,2024-02-01,sold
5044,5044,1124,9615,for sale,1615900,2024-02-26,sold
5045,5045,4011,6139,for sale,2299700,2024-03-23,sold
5046,5046,4943,2901,for sale,2223600,2024-02-17,sold
5047,5047,393,5485,for sale,2223600,2024-03-05,sold
5048,5048,2103,3507,for sale,1995850,2024-02-28,sold
5049,5049,4499,7887,for sale,3165700,2024-03-19,sold
5050,5050,2886,8384,for sale,2375800,2024-01-27,sold
5051,5051,3419,3965,for sale,2770750,2024-01-23,sold
5052,5052,4037,837,for sale,2345250,2024-01-31,sold
5053,5053,2064,4118,for sale,1403150,2024-03-23,sold
5054,5054,2506,756,for sale,1965300,2024-02-22,sold
5055,5055,3721,7901,for sale,2527450,2024-02-05,sold
5056,5056,4450,6669,for sale,673800,2024-03-20,sold
5057,5057,3875,1445,for sale,461050,2024-03-20,sold
5058,5058,1268,8597,for sale,2481900,2024-02-03,sold
5059,5059,3813,7618,for sale,2466900,2024-04-01,sold
5060,5060,3174,7790,for sale,719350,2024-03-23,sold
5061,5061,2235,965,for sale,1752550,2024-02-03,sold
5062,5062,1045,2822,for sale,2558000,2024-03-29,sold
5063,5063,4169,2713,for sale,1752550,2024-02-09,sold
5064,5064,3163,802,for sale,1707000,2024-01-19,sold
5065,5065,4095,8589,for sale,2846850,2024-01-17,sold
5066,5066,3500,5590,for sale,1752550,2024-02-17,sold
5067,5067,3127,1008,for sale,1752550,2024-01-23,sold
5068,5068,1066,72,for sale,2512450,2024-03-09,sold
5069,5069,4630,5295,for sale,2223600,2024-02-10,sold
5070,5070,4707,8638,for sale,1144850,2024-03-03,sold
5071,5071,4960,9488,for sale,1403150,2024-03-26,sold
5072,5072,3270,9119,for sale,673800,2024-02-07,sold
5073,5073,4545,1094,for sale,3044050,2024-03-03,sold
5074,5074,913,7210,for sale,1874200,2024-03-20,sold
5075,5075,2903,4849,for sale,1828650,2024-02-12,sold
5076,5076,4025,2327,for sale,461050,2024-02-12,sold
5077,5077,2763,4614,for sale,2299700,2024-02-13,sold
5078,5078,4790,7106,for sale,1190400,2024-03-16,sold
5079,5079,1102,1221,for sale,1312050,2024-03-16,sold
5080,5080,486,7783,for sale,2010850,2024-04-05,sold
5081,5081,4985,8039,for sale,1357600,2024-01-14,sold
5082,5082,664,9640,for sale,2694650,2024-02-23,sold
5083,5083,4785,4662,for sale,673800,2024-03-03,sold
5084,5084,3011,6450,for sale,2725200,2024-01-22,sold
5085,5085,2999,5122,for sale,1312050,2024-02-03,sold
5086,5086,3771,3374,for sale,2132500,2024-02-06,sold
5087,5087,3052,5067,for sale,1494250,2024-01-21,sold
5088,5088,620,5860,for sale,461050,2024-04-12,sold
5089,5089,1470,2574,for sale,2527450,2024-02-11,sold
5090,5090,2834,1563,for sale,2907400,2024-03-13,sold
5091,5091,1843,2576,for sale,461050,2024-03-04,sold
5092,5092,4571,4157,for sale,1615900,2024-02-26,sold
5093,5093,3259,247,for sale,1190400,2024-03-30,sold
5094,5094,4910,5673,for sale,2892400,2024-03-13,sold
5095,5095,545,8358,for sale,461050,2024-03-19,sold
5096,5096,2185,5523,for sale,1448700,2024-02-16,sold
5097,5097,2591,4313,for sale,2649100,2024-01-15,sold
5098,5098,2894,7149,for sale,1403150,2024-03-01,sold
5099,5099,3306,2028,for sale,461050,2024-02-17,sold
5100,5100,3979,7758,for sale,2603550,2024-02-24,sold
5101,5101,4213,7422,for sale,3302350,2024-03-18,sold
5102,5102,4392,4379,for sale,932100,2024-01-28,sold
5103,5103,2180,2902,for sale,2481900,2024-03-07,sold
5104,5104,493,3943,for sale,719350,2024-03-03,sold
