transaction_id,buyer_id,MLS#,transaction_date,transaction_amount,buyer_agent_commission,seller_agent_commission,buyer_agent_id
1847,8709,6847,2024-03-07,4155000,124650,124650,860
1848,8711,6848,2023-07-28,2805000,84150,84150,690
1849,8719,6849,2023-08-04,530000,15900,15900,210
1850,8735,6850,2022-06-27,2530000,75900,75900,757
1851,8740,6851,2022-09-28,4755000,142650,142650,817
1852,8742,6852,2023-05-10,1680000,50400,50400,876
1853,8749,6853,2021-10-26,2255000,67650,67650,358
1854,8758,6854,2021-09-30,1905000,57150,57150,617
1855,8765,6855,2023-12-22,4655000,139650,139650,545
1856,8768,6856,2022-08-30,2805000,84150,84150,495
1857,8772,6857,2022-01-15,4355000,130650,130650,176
1858,8773,6858,2021-11-03,4980000,149400,149400,751
1859,8780,6859,2023-07-11,4830000,144900,144900,369
1860,8787,6860,2022-05-13,2505000,75150,75150,949
1861,8789,6861,2021-12-29,4230000,126900,126900,816
1862,8790,6862,2022-02-26,730000,21900,21900,719
1863,8798,6863,2023-01-24,955000,28650,28650,528
1864,8802,6864,2021-08-27,780000,23400,23400,351
1865,8804,6865,2022-04-30,280000,8400,8400,19
1866,8809,6866,2022-07-27,3180000,95400,95400,928
1867,8812,6867,2024-02-20,2880000,86400,86400,978
1868,8813,6868,2022-08-05,805000,24150,24150,827
1869,8820,6869,2022-09-08,130000,3900,3900,571
1870,8832,6870,2021-10-03,2330000,69900,69900,870
1871,8836,6871,2023-05-18,1855000,55650,55650,984
1872,8838,6872,2023-09-22,3780000,113400,113400,215
1873,8842,6873,2023-10-25,3005000,90150,90150,703
1874,8844,6874,2023-01-27,3880000,116400,116400,336
1875,8846,6875,2022-11-12,2605000,78150,78150,534
1876,8848,6876,2023-02-26,1205000,36150,36150,900
1877,8850,6877,2023-09-25,1855000,55650,55650,779
1878,8852,6878,2023-03-30,1555000,46650,46650,99
1879,8853,6879,2023-01-25,3880000,116400,116400,651
1880,8874,6880,2022-02-21,4930000,147900,147900,616
1881,8877,6881,2023-10-31,2280000,68400,68400,910
1882,8881,6882,2022-11-30,1455000,43650,43650,179
1883,8884,6883,2023-02-13,5005000,150150,150150,862
1884,8885,6884,2023-03-01,1880000,56400,56400,151
1885,8892,6885,2024-02-24,3405000,102150,102150,795
1886,8895,6886,2023-08-22,4680000,140400,140400,163
1887,8902,6887,2023-02-25,1730000,51900,51900,79
1888,8905,6888,2021-11-16,4530000,135900,135900,402
1889,8925,6889,2022-07-15,4580000,137400,137400,924
1890,8947,6890,2022-08-14,430000,12900,12900,579
1891,8949,6891,2022-04-01,3905000,117150,117150,359
1892,8950,6892,2023-02-03,3155000,94650,94650,543
1893,8956,6893,2023-07-04,3980000,119400,119400,913
1894,8957,6894,2023-04-17,2330000,69900,69900,476
1895,8965,6895,2022-05-07,3605000,108150,108150,237
1896,8967,6896,2023-03-09,1505000,45150,45150,62
1897,8968,6897,2023-08-28,1830000,54900,54900,388
1898,8974,6898,2022-10-18,3805000,114150,114150,418
1899,8976,6899,2022-12-12,3230000,96900,96900,968
1900,8978,6900,2022-07-01,2805000,84150,84150,367
1901,8979,6901,2023-02-05,1955000,58650,58650,912
1902,8992,6902,2023-10-19,4255000,127650,127650,469
1903,8999,6903,2023-06-24,3780000,113400,113400,915
1904,9005,6904,2022-03-24,4180000,125400,125400,392
1905,9006,6905,2021-09-14,2680000,80400,80400,28
1906,9008,6906,2022-09-26,1055000,31650,31650,178
1907,9011,6907,2023-07-10,4555000,136650,136650,787
1908,9012,6908,2022-11-01,4930000,147900,147900,269
1909,9014,6909,2023-09-08,505000,15150,15150,832
1910,9021,6910,2023-05-18,4430000,132900,132900,280
1911,9028,6911,2023-05-22,3780000,113400,113400,881
1912,9029,6912,2022-04-04,505000,15150,15150,155
1913,9042,6913,2022-02-16,780000,23400,23400,1
1914,9048,6914,2022-05-21,2055000,61650,61650,754
1915,9049,6915,2021-07-12,2005000,60150,60150,542
1916,9058,6916,2024-02-09,2305000,69150,69150,117
1917,9064,6917,2021-12-19,2380000,71400,71400,259
1918,9072,6918,2022-11-28,3055000,91650,91650,343
1919,9087,6919,2023-02-25,3805000,114150,114150,571
1920,9092,6920,2023-10-26,2205000,66150,66150,723
1921,9104,6921,2022-02-26,2630000,78900,78900,706
1922,9111,6922,2023-05-22,305000,9150,9150,446
1923,9121,6923,2023-11-24,4255000,127650,127650,874
1924,9126,6924,2022-07-28,4680000,140400,140400,290
1925,9135,6925,2022-07-01,4180000,125400,125400,83
1926,9142,6926,2023-10-16,730000,21900,21900,896
1927,9168,6927,2021-07-24,4055000,121650,121650,431
1928,9180,6928,2022-08-08,1080000,32400,32400,361
1929,9183,6929,2021-10-02,2880000,86400,86400,823
1930,9198,6930,2021-12-10,3880000,116400,116400,727
1931,9201,6931,2021-12-12,805000,24150,24150,748
1932,9203,6932,2022-05-30,3080000,92400,92400,897
1933,9206,6933,2021-09-26,1005000,30150,30150,325
1934,9223,6934,2024-01-14,4455000,133650,133650,981
1935,9229,6935,2022-08-27,4580000,137400,137400,209
1936,9256,6936,2023-06-02,3555000,106650,106650,942
1937,9257,6937,2021-12-10,1530000,45900,45900,44
1938,9265,6938,2021-09-24,2855000,85650,85650,834
1939,9268,6939,2021-10-03,1630000,48900,48900,736
1940,9269,6940,2022-01-06,105000,3150,3150,495
1941,9270,6941,2023-10-25,3655000,109650,109650,205
1942,9283,6942,2022-04-04,1630000,48900,48900,81
1943,9286,6943,2022-01-21,4105000,123150,123150,62
1944,9291,6944,2022-12-11,1030000,30900,30900,191
1945,9294,6945,2023-02-05,2855000,85650,85650,817
1946,9315,6946,2022-06-22,3805000,114150,114150,672
1947,9321,6947,2023-08-28,5030000,150900,150900,992
1948,9327,6948,2023-07-11,2430000,72900,72900,297
1949,9337,6949,2023-06-22,955000,28650,28650,694
1950,9342,6950,2023-01-15,1705000,51150,51150,619
1951,9346,6951,2022-10-02,355000,10650,10650,166
1952,9352,6952,2022-08-29,2755000,82650,82650,268
1953,9363,6953,2021-09-11,2830000,84900,84900,101
1954,9366,6954,2022-03-02,955000,28650,28650,531
1955,9368,6955,2022-07-01,80000,2400,2400,877
1956,9371,6956,2022-04-08,4555000,136650,136650,204
1957,9376,6957,2022-11-06,1855000,55650,55650,977
1958,9399,6958,2023-12-21,1030000,30900,30900,306
1959,9404,6959,2023-01-09,80000,2400,2400,906
1960,9411,6960,2023-01-11,3830000,114900,114900,372
1961,9418,6961,2022-05-18,4705000,141150,141150,47
1962,9419,6962,2024-02-19,1605000,48150,48150,485
1963,9421,6963,2023-08-15,2805000,84150,84150,696
1964,9429,6964,2022-06-08,3780000,113400,113400,503
1965,9430,6965,2024-01-14,4805000,144150,144150,821
1966,9436,6966,2021-12-19,1930000,57900,57900,483
1967,9444,6967,2022-03-16,3980000,119400,119400,142
1968,9445,6968,2022-06-01,905000,27150,27150,38
1969,9448,6969,2023-12-20,3130000,93900,93900,121
1970,9467,6970,2021-08-25,105000,3150,3150,913
1971,9469,6971,2023-05-21,3530000,105900,105900,354
1972,9470,6972,2021-11-19,2555000,76650,76650,170
1973,9474,6973,2022-04-22,230000,6900,6900,444
1974,9475,6974,2023-08-16,2555000,76650,76650,709
1975,9481,6975,2022-06-14,1880000,56400,56400,103
1976,9482,6976,2022-01-09,1780000,53400,53400,310
1977,9491,6977,2023-02-08,1855000,55650,55650,321
1978,9492,6978,2021-07-27,3455000,103650,103650,400
1979,9514,6979,2022-09-27,1480000,44400,44400,631
1980,9516,6980,2022-03-29,2680000,80400,80400,188
1981,9523,6981,2023-11-01,80000,2400,2400,663
1982,9531,6982,2023-06-10,3555000,106650,106650,602
1983,9545,6983,2022-01-15,1555000,46650,46650,448
1984,9550,6984,2021-10-18,4155000,124650,124650,470
1985,9568,6985,2023-05-23,1855000,55650,55650,664
1986,9608,6986,2022-06-16,3430000,102900,102900,786
1987,9609,6987,2022-12-22,605000,18150,18150,505
1988,9625,6988,2023-12-18,2355000,70650,70650,73
1989,9637,6989,2021-07-17,4980000,149400,149400,546
1990,9640,6990,2021-09-12,2605000,78150,78150,756
1991,9645,6991,2022-01-29,4030000,120900,120900,847
1992,9650,6992,2023-09-22,455000,13650,13650,719
1993,9654,6993,2022-12-25,3980000,119400,119400,774
1994,9659,6994,2023-05-18,1780000,53400,53400,604
1995,9660,6995,2021-07-14,55000,1650,1650,709
1996,9661,6996,2022-02-21,505000,15150,15150,486
1997,9662,6997,2024-02-24,4405000,132150,132150,944
1998,9663,6998,2023-01-13,4580000,137400,137400,264
1999,9664,6999,2023-01-30,2130000,63900,63900,352
2000,9666,7000,2021-10-29,4605000,138150,138150,430
2001,1,1,2023-08-15,3100,1550,1550,970
2002,3,2,2024-02-26,5100,2550,2550,487
2003,4,3,2022-04-27,200,100,100,843
2004,6,4,2023-02-25,5000,2500,2500,544
2005,7,5,2022-07-13,600,300,300,642
2006,8,6,2021-11-02,3600,1800,1800,362
2007,10,7,2023-08-11,4400,2200,2200,238
2008,14,8,2023-02-04,4500,2250,2250,631
2009,15,9,2023-08-05,5100,2550,2550,720
2010,16,10,2022-06-27,3200,1600,1600,645
2011,18,11,2022-12-08,700,350,350,157
2012,20,12,2022-07-10,4600,2300,2300,394
2013,24,13,2023-05-06,2700,1350,1350,355
2014,25,14,2022-10-14,1900,950,950,437
2015,26,15,2023-12-21,2400,1200,1200,874
2016,27,16,2023-04-18,1200,600,600,95
2017,36,17,2022-08-25,800,400,400,754
2018,42,18,2023-02-23,3400,1700,1700,680
2019,44,19,2022-03-10,2600,1300,1300,553
2020,47,20,2023-09-06,1100,550,550,681
2021,48,21,2022-08-23,4700,2350,2350,762
2022,49,22,2022-04-15,4900,2450,2450,701
2023,51,23,2021-07-26,700,350,350,62
2024,53,24,2023-10-15,700,350,350,46
2025,55,25,2021-09-18,3800,1900,1900,516
2026,56,26,2023-09-13,3600,1800,1800,446
2027,58,27,2021-08-25,4600,2300,2300,149
2028,62,28,2022-12-10,300,150,150,927
2029,65,29,2024-04-05,3600,1800,1800,5
2030,68,30,2023-07-14,400,200,200,627
2031,69,31,2023-07-20,2600,1300,1300,747
2032,75,32,2021-08-02,4400,2200,2200,251
2033,77,33,2021-09-13,3100,1550,1550,353
2034,79,34,2022-03-13,3600,1800,1800,942
2035,80,35,2021-12-05,1400,700,700,545
2036,84,36,2024-02-09,900,450,450,246
2037,86,37,2024-02-14,3500,1750,1750,627
2038,100,38,2021-12-20,200,100,100,142
2039,101,39,2021-12-25,1100,550,550,115
2040,107,40,2021-10-21,500,250,250,592
2041,108,41,2022-02-01,1300,650,650,89
2042,109,42,2022-03-02,900,450,450,117
2043,110,43,2023-03-08,200,100,100,556
2044,112,44,2022-11-02,2900,1450,1450,63
2045,115,45,2022-11-02,700,350,350,565
2046,117,46,2021-11-28,3700,1850,1850,959
2047,119,47,2021-12-09,2900,1450,1450,143
2048,123,48,2023-07-10,4700,2350,2350,431
2049,125,49,2023-10-06,4000,2000,2000,608
2050,126,50,2023-08-18,1200,600,600,385
2051,129,51,2023-02-24,4800,2400,2400,618
2052,130,52,2023-09-27,2000,1000,1000,821
2053,131,53,2021-10-30,4100,2050,2050,350
2054,135,54,2021-12-12,4500,2250,2250,969
2055,136,55,2023-08-19,3000,1500,1500,463
2056,137,56,2022-11-25,4300,2150,2150,344
2057,143,57,2022-11-15,1700,850,850,250
2058,144,58,2021-08-28,4900,2450,2450,561
2059,146,59,2022-02-01,4200,2100,2100,917
2060,147,60,2022-01-22,3700,1850,1850,308
2061,149,61,2021-12-16,2000,1000,1000,287
2062,151,62,2022-08-30,3900,1950,1950,542
2063,153,63,2022-11-28,2200,1100,1100,270
2064,157,64,2021-09-26,2400,1200,1200,555
2065,165,65,2022-12-04,2900,1450,1450,689
2066,173,66,2022-07-31,1000,500,500,280
2067,178,67,2022-05-20,3200,1600,1600,974
2068,179,68,2022-07-09,2600,1300,1300,190
2069,184,69,2022-01-03,1200,600,600,694
2070,187,70,2021-07-13,2000,1000,1000,360
2071,191,71,2022-03-23,3700,1850,1850,716
2072,192,72,2022-01-08,3300,1650,1650,109
2073,195,73,2023-01-09,1700,850,850,535
2074,197,74,2021-12-12,1400,700,700,162
2075,199,75,2021-10-20,2000,1000,1000,921
2076,200,76,2022-09-13,2300,1150,1150,981
2077,203,77,2022-10-26,3300,1650,1650,883
2078,205,78,2023-03-08,2500,1250,1250,788
2079,208,79,2022-01-29,2900,1450,1450,661
2080,211,80,2021-12-02,800,400,400,943
2081,215,81,2021-10-21,1700,850,850,834
2082,216,82,2024-03-26,4800,2400,2400,366
2083,220,83,2022-12-07,4600,2300,2300,501
2084,221,84,2022-12-28,4300,2150,2150,480
2085,227,85,2021-11-30,3700,1850,1850,881
2086,228,86,2023-05-25,800,400,400,287
2087,229,87,2023-08-16,1800,900,900,903
2088,231,88,2023-04-21,400,200,200,709
2089,233,89,2021-08-29,4100,2050,2050,855
2090,235,90,2023-11-08,5100,2550,2550,314
2091,236,91,2022-09-13,200,100,100,940
2092,240,92,2023-08-23,2400,1200,1200,806
2093,247,93,2023-01-25,1600,800,800,311
2094,248,94,2021-10-20,400,200,200,782
2095,251,95,2022-02-14,3900,1950,1950,688
2096,253,96,2022-12-16,1800,900,900,289
2097,258,97,2022-02-20,4400,2200,2200,264
2098,270,98,2023-03-07,300,150,150,929
2099,272,99,2023-08-23,4800,2400,2400,481
2100,273,100,2022-08-20,1000,500,500,21
2101,274,101,2022-05-18,1300,650,650,562
2102,277,102,2021-09-30,3800,1900,1900,34
2103,278,103,2023-08-09,3800,1900,1900,832
2104,281,104,2023-11-03,3800,1900,1900,801
2105,287,105,2021-08-28,1500,750,750,39
2106,288,106,2021-11-27,2300,1150,1150,383
2107,290,107,2022-11-24,3700,1850,1850,622
2108,295,108,2022-11-13,5100,2550,2550,477
2109,297,109,2022-12-01,1600,800,800,183
2110,302,110,2022-12-18,2900,1450,1450,253
2111,303,111,2024-03-09,500,250,250,72
2112,304,112,2022-05-24,3000,1500,1500,882
2113,306,113,2022-01-07,4900,2450,2450,201
2114,313,114,2022-11-13,1900,950,950,501
2115,315,115,2021-08-14,2300,1150,1150,362
2116,316,116,2022-03-25,1600,800,800,571
2117,318,117,2021-12-06,4800,2400,2400,323
2118,320,118,2021-11-02,1700,850,850,422
2119,323,119,2022-01-10,2300,1150,1150,888
2120,325,120,2023-07-22,400,200,200,179
2121,326,121,2023-12-01,900,450,450,971
2122,330,122,2023-06-20,3400,1700,1700,952
2123,333,123,2022-01-20,1200,600,600,459
2124,336,124,2023-10-27,1200,600,600,338
2125,337,125,2022-01-16,3600,1800,1800,758
2126,339,126,2022-06-25,1500,750,750,864
2127,342,127,2024-02-06,1400,700,700,890
2128,343,128,2021-08-09,1200,600,600,189
2129,346,129,2022-11-18,2900,1450,1450,92
2130,348,130,2022-03-08,1900,950,950,786
2131,349,131,2021-08-28,1900,950,950,13
2132,351,132,2023-09-16,4500,2250,2250,329
2133,353,133,2022-08-26,2000,1000,1000,596
2134,356,134,2022-07-28,600,300,300,804
2135,357,135,2024-01-25,600,300,300,703
2136,359,136,2022-10-18,2900,1450,1450,739
2137,362,137,2022-04-21,1500,750,750,908
2138,367,138,2023-08-04,1200,600,600,665
2139,373,139,2023-07-06,600,300,300,889
2140,377,140,2022-12-14,2700,1350,1350,681
2141,381,141,2023-03-25,200,100,100,890
2142,382,142,2023-04-24,4500,2250,2250,912
2143,383,143,2023-02-17,2700,1350,1350,338
2144,385,144,2022-08-31,1300,650,650,593
2145,386,145,2022-03-11,2000,1000,1000,25
2146,388,146,2022-07-26,300,150,150,166
2147,392,147,2021-09-22,4500,2250,2250,331
2148,393,148,2021-10-24,2100,1050,1050,625
2149,394,149,2022-06-19,4700,2350,2350,685
2150,395,150,2022-03-10,4800,2400,2400,303
2151,396,151,2022-02-11,2300,1150,1150,493
2152,397,152,2023-06-05,500,250,250,420
2153,398,153,2023-12-08,3100,1550,1550,480
2154,400,154,2024-02-11,4700,2350,2350,98
2155,403,155,2021-10-16,2400,1200,1200,425
2156,406,156,2022-08-24,2800,1400,1400,939
2157,408,157,2023-04-15,3000,1500,1500,810
2158,410,158,2022-03-12,4500,2250,2250,946
2159,411,159,2023-11-22,600,300,300,653
2160,415,160,2022-02-13,1700,850,850,755
2161,424,161,2021-09-23,1000,500,500,697
2162,426,162,2023-11-09,4500,2250,2250,482
2163,428,163,2023-12-01,2500,1250,1250,221
2164,430,164,2022-08-22,3500,1750,1750,665
2165,431,165,2022-12-13,700,350,350,186
2166,433,166,2023-12-31,2900,1450,1450,299
2167,435,167,2022-08-13,300,150,150,427
2168,438,168,2022-03-14,3200,1600,1600,848
2169,439,169,2022-07-15,4600,2300,2300,196
2170,442,170,2023-10-07,3700,1850,1850,925
2171,443,171,2022-01-28,4500,2250,2250,896
2172,450,172,2023-07-25,1600,800,800,198
2173,451,173,2023-04-24,4100,2050,2050,116
2174,452,174,2021-12-06,1400,700,700,1
2175,457,175,2023-02-20,1000,500,500,201
2176,458,176,2022-12-08,4000,2000,2000,367
2177,459,177,2024-03-05,1000,500,500,726
2178,460,178,2022-11-07,1800,900,900,753
2179,470,179,2021-08-15,1200,600,600,63
2180,471,180,2022-10-07,4100,2050,2050,750
2181,474,181,2023-08-31,1400,700,700,248
2182,475,182,2022-03-05,2700,1350,1350,892
2183,477,183,2021-12-17,600,300,300,228
2184,478,184,2022-12-25,1500,750,750,101
2185,483,185,2024-04-05,1200,600,600,761
2186,485,186,2022-10-12,1600,800,800,389
2187,489,187,2023-07-03,2000,1000,1000,528
2188,491,188,2022-04-04,2300,1150,1150,779
2189,498,189,2023-05-25,1100,550,550,316
2190,499,190,2021-10-18,1600,800,800,232
2191,500,191,2023-01-14,2500,1250,1250,355
2192,501,192,2022-10-30,2100,1050,1050,47
2193,513,193,2022-10-26,1700,850,850,874
2194,514,194,2022-02-22,2200,1100,1100,307
2195,517,195,2023-11-18,4500,2250,2250,115
2196,525,196,2023-05-03,4200,2100,2100,657
2197,526,197,2022-01-25,2100,1050,1050,139
2198,529,198,2022-09-29,3500,1750,1750,360
2199,531,199,2023-11-21,700,350,350,755
2200,534,200,2024-04-02,300,150,150,101
2201,537,201,2022-04-03,3900,1950,1950,690
2202,539,202,2023-01-10,4400,2200,2200,730
2203,544,203,2022-07-14,1600,800,800,644
2204,552,204,2022-12-16,3600,1800,1800,56
2205,553,205,2022-11-17,5100,2550,2550,879
2206,555,206,2022-07-22,1900,950,950,600
2207,557,207,2021-12-24,200,100,100,723
2208,560,208,2023-04-27,2600,1300,1300,215
2209,566,209,2023-04-06,1500,750,750,298
2210,567,210,2021-10-08,2300,1150,1150,719
2211,568,211,2023-05-28,2300,1150,1150,100
2212,570,212,2023-10-25,1200,600,600,226
2213,571,213,2022-08-23,1000,500,500,164
2214,576,214,2022-03-23,3200,1600,1600,926
2215,577,215,2022-02-03,600,300,300,13
2216,580,216,2022-10-24,1500,750,750,835
2217,583,217,2023-08-17,600,300,300,799
2218,587,218,2023-08-04,1500,750,750,675
2219,588,219,2022-02-24,500,250,250,72
2220,591,220,2022-02-28,500,250,250,314
2221,592,221,2022-06-27,3900,1950,1950,536
2222,595,222,2023-12-06,2400,1200,1200,746
2223,597,223,2023-03-25,4900,2450,2450,384
2224,599,224,2023-01-08,3500,1750,1750,568
2225,601,225,2023-03-06,2700,1350,1350,505
2226,603,226,2023-03-02,1800,900,900,638
2227,606,227,2023-05-27,2600,1300,1300,738
2228,608,228,2023-06-14,1300,650,650,440
2229,611,229,2021-08-04,3300,1650,1650,182
2230,612,230,2022-08-19,5000,2500,2500,649
2231,618,231,2022-11-05,200,100,100,426
2232,619,232,2023-07-25,700,350,350,161
2233,620,233,2022-06-04,4400,2200,2200,843
2234,621,234,2023-02-08,2900,1450,1450,388
2235,622,235,2023-04-10,800,400,400,364
2236,625,236,2023-05-24,400,200,200,7
2237,626,237,2022-12-28,1900,950,950,707
2238,632,238,2022-05-27,1500,750,750,577
2239,636,239,2024-02-26,5100,2550,2550,288
2240,639,240,2022-05-10,4400,2200,2200,804
2241,642,241,2021-10-19,2900,1450,1450,447
2242,650,242,2022-02-21,2000,1000,1000,787
2243,652,243,2022-07-14,4300,2150,2150,496
2244,657,244,2022-08-04,900,450,450,871
2245,658,245,2022-08-14,2700,1350,1350,884
2246,664,246,2022-04-20,2200,1100,1100,462
2247,667,247,2024-03-18,3000,1500,1500,992
2248,668,248,2021-08-17,3500,1750,1750,816
2249,670,249,2023-01-01,4800,2400,2400,266
2250,672,250,2023-02-16,3700,1850,1850,213
2251,673,251,2023-10-06,1700,850,850,727
2252,674,252,2022-03-16,2200,1100,1100,793
2253,677,253,2022-01-15,2200,1100,1100,887
2254,681,254,2023-01-26,4400,2200,2200,908
2255,685,255,2023-11-02,3300,1650,1650,299
2256,692,256,2023-02-15,1900,950,950,191
2257,693,257,2022-06-09,3100,1550,1550,983
2258,694,258,2022-02-26,300,150,150,653
2259,695,259,2023-10-12,3200,1600,1600,852
2260,699,260,2023-10-08,1400,700,700,915
2261,703,261,2022-05-02,1600,800,800,94
2262,705,262,2023-05-01,2800,1400,1400,954
2263,708,263,2022-12-24,700,350,350,333
2264,717,264,2023-06-24,800,400,400,600
2265,720,265,2023-06-18,2100,1050,1050,879
2266,723,266,2022-02-14,4900,2450,2450,187
2267,724,267,2024-02-22,1200,600,600,768
2268,725,268,2022-01-21,2900,1450,1450,556
2269,727,269,2021-09-06,4800,2400,2400,256
2270,728,270,2024-01-06,5100,2550,2550,72
2271,731,271,2022-11-09,2000,1000,1000,728
2272,736,272,2021-09-15,2800,1400,1400,378
2273,738,273,2023-03-03,600,300,300,659
2274,739,274,2022-08-17,2600,1300,1300,199
2275,740,275,2023-05-29,1400,700,700,27
2276,743,276,2023-05-22,500,250,250,943
2277,745,277,2022-01-22,4800,2400,2400,566
2278,747,278,2024-01-05,1400,700,700,469
2279,751,279,2021-10-18,1000,500,500,512
2280,754,280,2022-06-25,1100,550,550,936
2281,757,281,2021-12-20,3300,1650,1650,487
2282,768,282,2022-12-16,4700,2350,2350,80
2283,770,283,2024-04-02,1500,750,750,863
2284,779,284,2022-08-22,4300,2150,2150,232
2285,781,285,2023-10-13,2200,1100,1100,612
2286,792,286,2022-06-09,1400,700,700,941
2287,793,287,2023-06-11,3700,1850,1850,417
2288,794,288,2022-05-18,3700,1850,1850,274
2289,796,289,2024-02-03,5000,2500,2500,295
2290,797,290,2023-11-12,3000,1500,1500,350
2291,807,291,2022-02-23,1000,500,500,127
2292,808,292,2022-09-26,900,450,450,286
2293,809,293,2023-03-21,2800,1400,1400,259
2294,821,294,2021-08-09,2700,1350,1350,796
2295,822,295,2023-01-28,500,250,250,827
2296,831,296,2021-09-21,4800,2400,2400,176
2297,833,297,2023-07-20,700,350,350,588
2298,836,298,2021-09-18,4600,2300,2300,311
2299,837,299,2023-02-22,5000,2500,2500,803
2300,851,300,2023-04-23,500,250,250,487
2301,855,301,2022-05-25,1000,500,500,119
2302,863,302,2024-01-05,400,200,200,87
2303,868,303,2021-12-22,1500,750,750,521
2304,870,304,2023-09-06,3300,1650,1650,744
2305,872,305,2023-11-16,1600,800,800,636
2306,873,306,2024-03-25,3000,1500,1500,200
2307,879,307,2022-01-08,400,200,200,527
2308,881,308,2024-03-17,300,150,150,528
2309,884,309,2022-10-13,1000,500,500,282
2310,885,310,2023-12-27,4800,2400,2400,618
2311,887,311,2023-07-24,3200,1600,1600,851
2312,889,312,2022-06-10,1700,850,850,617
2313,890,313,2023-12-22,300,150,150,100
2314,891,314,2023-10-13,2500,1250,1250,137
2315,894,315,2023-10-14,1900,950,950,241
2316,898,316,2022-11-28,2800,1400,1400,144
2317,902,317,2021-10-07,1500,750,750,720
2318,903,318,2022-06-07,1100,550,550,61
2319,904,319,2023-05-05,4100,2050,2050,887
2320,911,320,2024-01-25,3400,1700,1700,5
2321,913,321,2021-12-23,1500,750,750,945
2322,914,322,2022-05-13,4400,2200,2200,9
2323,915,323,2022-07-08,400,200,200,229
2324,924,324,2021-12-18,1200,600,600,314
2325,925,325,2022-08-05,3600,1800,1800,629
2326,926,326,2023-08-05,2000,1000,1000,389
2327,933,327,2024-04-03,1600,800,800,615
2328,937,328,2022-08-19,700,350,350,332
2329,940,329,2023-04-26,500,250,250,187
2330,943,330,2024-02-28,2400,1200,1200,268
2331,944,331,2023-03-15,1800,900,900,679
2332,947,332,2022-05-19,2100,1050,1050,468
2333,959,333,2023-02-23,2000,1000,1000,910
2334,960,334,2023-05-14,3200,1600,1600,854
2335,962,335,2021-11-24,2700,1350,1350,995
2336,967,336,2022-03-12,200,100,100,849
2337,968,337,2024-03-19,3600,1800,1800,548
2338,975,338,2022-02-11,4600,2300,2300,597
2339,976,339,2021-09-11,4000,2000,2000,982
2340,977,340,2023-05-17,900,450,450,941
2341,979,341,2022-04-16,3600,1800,1800,326
2342,991,342,2023-08-24,300,150,150,452
2343,1000,343,2023-05-20,200,100,100,840
2344,1006,344,2021-09-29,800,400,400,586
2345,1018,345,2024-02-23,3200,1600,1600,370
2346,1024,346,2022-09-13,3500,1750,1750,635
2347,1025,347,2022-07-17,4500,2250,2250,250
2348,1034,348,2023-01-20,4500,2250,2250,532
2349,1037,349,2021-11-18,2500,1250,1250,848
2350,1041,350,2022-05-07,600,300,300,779
2351,1053,351,2023-06-16,5000,2500,2500,674
2352,1056,352,2021-07-12,1300,650,650,17
2353,1060,353,2021-12-08,3100,1550,1550,401
2354,1061,354,2023-08-22,3100,1550,1550,586
2355,1064,355,2023-02-22,1100,550,550,82
2356,1069,356,2023-04-16,600,300,300,259
2357,1072,357,2023-02-09,2500,1250,1250,566
2358,1079,358,2024-02-29,2700,1350,1350,697
2359,1082,359,2022-04-19,1300,650,650,654
2360,1085,360,2022-07-02,2000,1000,1000,917
2361,1086,361,2023-07-29,2200,1100,1100,598
2362,1091,362,2023-02-21,800,400,400,449
2363,1092,363,2021-12-27,2300,1150,1150,901
2364,1095,364,2022-12-22,2100,1050,1050,150
2365,1100,365,2023-05-27,2400,1200,1200,854
2366,1102,366,2022-11-09,3600,1800,1800,207
2367,1104,367,2022-03-03,1800,900,900,473
2368,1107,368,2022-12-03,4200,2100,2100,592
2369,1113,369,2022-12-01,200,100,100,760
2370,1115,370,2023-09-09,2600,1300,1300,959
2371,1116,371,2024-02-19,4900,2450,2450,943
2372,1118,372,2023-07-20,1000,500,500,103
2373,1119,373,2022-11-12,1200,600,600,981
2374,1121,374,2023-09-20,900,450,450,642
2375,1134,375,2022-03-31,3000,1500,1500,160
2376,1138,376,2022-03-08,1700,850,850,192
2377,1145,377,2024-01-24,4600,2300,2300,65
2378,1146,378,2023-09-08,2500,1250,1250,507
2379,1148,379,2022-05-29,4900,2450,2450,438
2380,1152,380,2023-03-03,800,400,400,235
2381,1156,381,2022-11-19,2900,1450,1450,643
2382,1157,382,2023-06-16,1200,600,600,567
2383,1158,383,2021-10-02,2700,1350,1350,354
2384,1163,384,2023-01-01,2700,1350,1350,898
2385,1164,385,2023-09-28,3400,1700,1700,867
2386,1171,386,2023-11-11,1900,950,950,445
2387,1173,387,2023-06-25,4100,2050,2050,932
2388,1175,388,2021-07-15,1500,750,750,426
2389,1177,389,2021-07-12,1700,850,850,895
2390,1179,390,2021-10-13,1000,500,500,262
2391,1180,391,2022-11-30,2100,1050,1050,438
2392,1182,392,2023-02-19,5100,2550,2550,459
2393,1185,393,2022-12-22,3800,1900,1900,540
2394,1188,394,2024-01-15,1300,650,650,245
2395,1190,395,2023-10-31,1500,750,750,309
2396,1191,396,2022-08-14,2100,1050,1050,418
2397,1192,397,2022-04-04,2500,1250,1250,26
2398,1194,398,2021-08-30,2700,1350,1350,290
2399,1205,399,2022-05-30,1900,950,950,375
2400,1211,400,2022-09-05,3200,1600,1600,196
